,Date,Hour,ProductionLt100MW,ProductionGe100MW,OffshoreWindPower,OnshoreWindPower,SolarPower,ExchangeGreatBelt,ExchangeGermany,ExchangeNetherlands,ExchangeNorway,ExchangeSweden,BornholmSE4,Sum,Weekday,Month,HourDK
0,2020-01-01,1,565.0741666666667,1084.4858333333334,769.66,1218.1816666666666,0.0,0.0,-1853.4116666666666,-699.7999999999998,286.5316666666667,1879.3166666666666,18.566666666666666,3268.605,2.0,1.0,2020-01-01 01:00:00
1,2020-01-01,2,559.0408333333334,965.8024999999999,849.705,1423.0516666666665,0.0,0.0,-1917.1591666666666,-700.395,33.607499999999995,1932.2183333333332,15.211666666666666,3161.0833333333335,2.0,1.0,2020-01-01 02:00:00
2,2020-01-01,3,560.2875,943.34,959.1075000000001,1723.9399999999998,0.0,0.0,-1783.2150000000001,-693.8666666666667,-360.6666666666667,1695.868333333333,7.505,3052.2999999999997,2.0,1.0,2020-01-01 03:00:00
3,2020-01-01,4,562.6325,993.1574999999999,1051.5175,1898.1458333333333,0.0,0.0,-1586.7366666666667,-674.6275,-733.6666666666666,1452.9033333333334,0.1875,2963.513333333334,2.0,1.0,2020-01-01 04:00:00
4,2020-01-01,5,574.345,997.3225000000001,1052.3216666666667,2063.0758333333333,0.0,0.0,-1654.8366666666668,-101.31083333333333,-1185.75,1242.8266666666666,-4.6258333333333335,2983.3683333333333,2.0,1.0,2020-01-01 05:00:00
5,2020-01-01,6,587.355,1170.1675,1048.7108333333333,2096.1291666666666,0.0,0.0,-989.7175000000001,-653.6441666666666,-1375.4166666666667,1195.3891666666666,-4.961666666666667,3074.0116666666668,2.0,1.0,2020-01-01 06:00:00
6,2020-01-01,7,593.4933333333333,1230.8058333333333,1072.7516666666668,2059.8433333333332,0.0,0.0,-1085.3183333333334,-699.5233333333334,-1319.5,1292.8525,-6.728333333333334,3138.6766666666663,2.0,1.0,2020-01-01 07:00:00
7,2020-01-01,8,606.2266666666667,1145.7358333333334,1159.5191666666667,2131.233333333333,0.3308333333333333,0.0,-1811.4666666666665,-699.6533333333333,-1007.6666666666666,1717.8999999999999,-8.19,3233.9691666666663,2.0,1.0,2020-01-01 08:00:00
8,2020-01-01,9,607.6033333333334,1143.6183333333333,1170.1283333333333,2311.2825,14.393333333333333,0.0,-1699.055833333333,-700.1208333333333,-1082.5,1630.3591666666669,-7.528333333333333,3388.1800000000003,2.0,1.0,2020-01-01 09:00:00
9,2020-01-01,10,613.5025,1208.9875,1143.9308333333333,2423.7625000000003,52.20166666666666,0.0,-1503.245,-691.1308333333333,-1369.4166666666667,1699.4016666666666,-8.025833333333333,3569.9683333333337,2.0,1.0,2020-01-01 10:00:00
